analyte_id,delta_comparison,W_statistic,p_value,q_value,significant,median_delta,log2fc,n_pairs,excluded
TFF3,4_minus_3,0.0,1.9073486328125e-06,0.00020658052884615384,True,0.7069775327367611,2.3229051869254147,20,False
SIL1,4_minus_3,0.0,1.9073486328125e-06,0.00020658052884615384,True,0.48375926643943723,2.4095602006098193,20,False
CRIM1,4_minus_3,0.0,1.9073486328125e-06,0.00020658052884615384,True,1.275959154322663,2.504803781803183,20,False
OXT,4_minus_3,0.0,1.9073486328125e-06,0.00020658052884615384,True,1.11754880806699,3.516574499454109,20,False
NPTX2,4_minus_3,0.0,1.9073486328125e-06,0.00020658052884615384,True,0.6363344675155715,38.875835561383994,20,False
TPP1,4_minus_3,0.0,1.9073486328125e-06,0.00020658052884615384,True,0.7072515409816394,2.1289196138896784,20,False
FURIN,4_minus_3,0.0,1.9073486328125e-06,0.00020658052884615384,True,0.6372742304207678,2.2423511882889415,20,False
NECTIN4,4_minus_3,0.0,1.9073486328125e-06,0.00020658052884615384,True,1.2568627248000293,3.046973163568079,20,False
SIGLEC6,4_minus_3,0.0,1.9073486328125e-06,0.00020658052884615384,True,1.339556012057276,2.3553937622195265,20,False
MSR1,4_minus_3,0.0,1.9073486328125e-06,0.00020658052884615384,True,0.39864904069754376,2.273521632239504,20,False
DHPS,4_minus_3,0.0,1.9073486328125e-06,0.00020658052884615384,True,0.8488406695089351,2.0891474028165398,20,False
DPY30,4_minus_3,0.0,1.9073486328125e-06,0.00020658052884615384,True,0.8305469260203424,2.4275044356715236,20,False
EDA2R,4_minus_3,0.0,1.9073486328125e-06,0.00020658052884615384,True,0.6576903938886343,38.83380371553377,20,False
SPP1,4_minus_3,0.0,1.9073486328125e-06,0.00020658052884615384,True,0.6063180298390778,38.90300606114844,20,False
TNFRSF11A,4_minus_3,0.0,1.9073486328125e-06,0.00020658052884615384,True,0.6412190274542382,2.5250526471618056,20,False
LMOD1,4_minus_3,0.0,1.9073486328125e-06,0.00020658052884615384,True,0.9839508256714082,39.73202331307395,20,False
INSL4,4_minus_3,0.0,1.9073486328125e-06,0.00020658052884615384,True,0.8406383420505402,2.3608959006571073,20,False
FLT4,4_minus_3,0.0,1.9073486328125e-06,0.00020658052884615384,True,0.6851566455676431,2.042921045675595,20,False
COL1A1,4_minus_3,0.0,1.9073486328125e-06,0.00020658052884615384,True,0.6637880426262069,7.037227695378321,20,False
CSH1,4_minus_3,0.0,1.9073486328125e-06,0.00020658052884615384,True,0.45031788714286736,1.4269830606247795,20,False
SGSH,4_minus_3,0.0,1.9073486328125e-06,0.00020658052884615384,True,0.7580497373917634,2.083221444137363,20,False
TCOF1,4_minus_3,0.0,1.9073486328125e-06,0.00020658052884615384,True,0.5981705466234846,38.692528889402745,20,False
ASAH1,4_minus_3,0.0,1.9073486328125e-06,0.00020658052884615384,True,0.5044075512566633,2.46028534190058,20,False
SDC1,4_minus_3,0.0,1.9073486328125e-06,0.00020658052884615384,True,1.0003554632839031,2.4688425818890227,20,False
CA3,4_minus_3,0.0,1.9073486328125e-06,0.00020658052884615384,True,0.744659626480829,39.01922205978079,20,False
CCN4,4_minus_3,0.0,1.9073486328125e-06,0.00020658052884615384,True,0.4926050332554048,2.3974068997384346,20,False
CKB,4_minus_3,1.0,3.814697265625e-06,0.0002620045731707317,True,1.005847644194885,39.44748038023383,20,False
CCL15,4_minus_3,1.0,3.814697265625e-06,0.0002620045731707317,True,0.7553049038852584,3.710283888426744,20,False
TACSTD2,4_minus_3,1.0,3.814697265625e-06,0.0002620045731707317,True,0.3407102751818293,7.144547192597344,20,False
CNTN2,4_minus_3,1.0,3.814697265625e-06,0.0002620045731707317,True,0.33352401262059206,37.453013797033734,20,False
BCAT1,4_minus_3,1.0,3.814697265625e-06,0.0002620045731707317,True,0.6197455186110679,5.3440982096961145,20,False
RNASE4,4_minus_3,1.0,3.814697265625e-06,0.0002620045731707317,True,0.40257113621621576,3.678323384043062,20,False
IGDCC4,4_minus_3,1.0,3.814697265625e-06,0.0002620045731707317,True,0.3217817504270363,1.9532180286840395,20,False
GDF15,4_minus_3,1.0,3.814697265625e-06,0.0002620045731707317,True,1.0995709438636574,2.6084257847811636,20,False
ERBB2,4_minus_3,1.0,3.814697265625e-06,0.0002620045731707317,True,0.408869536544457,2.8610329016402556,20,False
ITGA5,4_minus_3,1.0,3.814697265625e-06,0.0002620045731707317,True,0.3769492196303087,2.916230824758983,20,False
CFP,4_minus_3,1.0,3.814697265625e-06,0.0002620045731707317,True,-0.2912050536587175,-36.42667781745387,20,False
CKAP4,4_minus_3,1.0,3.814697265625e-06,0.0002620045731707317,True,0.6725390436609271,2.819208142143473,20,False
KRT19,4_minus_3,1.0,3.814697265625e-06,0.0002620045731707317,True,1.3404107791307536,40.043097242598535,20,False
IGFBPL1,4_minus_3,1.0,3.814697265625e-06,0.0002620045731707317,True,0.6871247590374905,2.2930791673552084,20,False
HSPB6,4_minus_3,1.0,3.814697265625e-06,0.0002620045731707317,True,0.8660776809098603,2.8927340322114463,20,False
BCAM,4_minus_3,2.0,5.7220458984375e-06,0.00031594669117647055,True,0.3263931022681066,1.9580878109975772,20,False
WFDC2,4_minus_3,2.0,5.7220458984375e-06,0.00031594669117647055,True,0.6152533404055919,38.834066535191475,20,False
FOLR1,4_minus_3,2.0,5.7220458984375e-06,0.00031594669117647055,True,0.43983868960715083,2.4790136796340474,20,False
IL1R1,4_minus_3,2.0,5.7220458984375e-06,0.00031594669117647055,True,0.40779601564199014,38.02223647005878,20,False
PRTG,4_minus_3,2.0,5.7220458984375e-06,0.00031594669117647055,True,0.6316153459629283,1.8123055938948902,20,False
NRP2,4_minus_3,2.0,5.7220458984375e-06,0.00031594669117647055,True,0.4885088052208274,5.16575555691657,20,False
KDR,4_minus_3,2.0,5.7220458984375e-06,0.00031594669117647055,True,-0.34066636185319943,-35.633418371593415,20,False
CSF1R,4_minus_3,2.0,5.7220458984375e-06,0.00031594669117647055,True,0.5269572745088995,1.9192755347293076,20,False
DDR1,4_minus_3,2.0,5.7220458984375e-06,0.00031594669117647055,True,0.5750004985717758,1.6286464552097857,20,False
ADGRF5,4_minus_3,2.0,5.7220458984375e-06,0.00031594669117647055,True,0.5125978536491211,2.1672040155804884,20,False
FSTL3,4_minus_3,3.0,9.5367431640625e-06,0.0004069010416666667,True,0.8810207085807016,39.557772468844334,20,False
TIMP1,4_minus_3,3.0,9.5367431640625e-06,0.0004069010416666667,True,0.3651622442073986,3.3778799503978196,20,False
Timepoint,4_minus_3,0.0,7.74421643104407e-06,0.0004069010416666667,True,1.0,1.0995356735509143,20,False
CSTB,4_minus_3,3.0,9.5367431640625e-06,0.0004069010416666667,True,0.6710792674475785,38.95024209225644,20,False
LGALS3BP,4_minus_3,3.0,9.5367431640625e-06,0.0004069010416666667,True,0.48992466105712185,1.4660682236188178,20,False
DTNB,4_minus_3,3.0,9.5367431640625e-06,0.0004069010416666667,True,0.6000444755131688,2.2399128757268105,20,False
MAN1A2,4_minus_3,3.0,9.5367431640625e-06,0.0004069010416666667,True,0.5166328888918318,2.642006548616844,20,False
RELT,4_minus_3,3.0,9.5367431640625e-06,0.0004069010416666667,True,0.5657335101001166,38.62887670968707,20,False
SMOC1,4_minus_3,3.0,9.5367431640625e-06,0.0004069010416666667,True,0.6512018643425673,39.047033149064795,20,False
NCS1,4_minus_3,3.0,9.5367431640625e-06,0.0004069010416666667,True,0.5153084117735172,6.436461360328483,20,False
NID2,4_minus_3,3.0,9.5367431640625e-06,0.0004069010416666667,True,0.9351698720013135,6.421183487913079,20,False
PSAP,4_minus_3,3.0,9.5367431640625e-06,0.0004069010416666667,True,0.4600787952239652,2.5385782826845786,20,False
CREG1,4_minus_3,3.0,9.5367431640625e-06,0.0004069010416666667,True,0.46482475020177366,2.264679797092539,20,False
CD164,4_minus_3,3.0,9.5367431640625e-06,0.0004069010416666667,True,0.3700215469299507,37.76839868588376,20,False
SERPINE1,4_minus_3,3.0,9.5367431640625e-06,0.0004069010416666667,True,0.7191764122696622,2.436357912584668,20,False
TGFB1,4_minus_3,4.0,1.33514404296875e-05,0.0005295444542253522,True,0.6865506774026335,1.8160826067091562,20,False
MYBPC1,4_minus_3,4.0,1.33514404296875e-05,0.0005295444542253522,True,0.7978545061572648,2.1941393547242436,20,False
DBI,4_minus_3,4.0,1.33514404296875e-05,0.0005295444542253522,True,0.7257999026614435,2.560717171405706,20,False
FABP5,4_minus_3,4.0,1.33514404296875e-05,0.0005295444542253522,True,0.9823445836607005,5.583929070013261,20,False
